Terms,co-occurrence_counts
translat - gastronom,1
translat - jean-anthelm,1
translat - brillat,1
translat - savarin,1
french - career,1
"french - ,",2
french - fisher,2
french - also,1
french - translat,1
french - gastronom,1
french - jean-anthelm,1
french - brillat,1
french - savarin,1
french - ’,1
gastronom - fisher,1
gastronom - also,1
gastronom - translat,1
gastronom - french,1
gastronom - jean-anthelm,1
gastronom - brillat,1
gastronom - savarin,1
gastronom - ’,1
gastronom - renown,1
jean-anthelm - fisher,1
jean-anthelm - also,1
jean-anthelm - translat,1
jean-anthelm - french,1
jean-anthelm - gastronom,1
jean-anthelm - brillat,1
jean-anthelm - savarin,1
jean-anthelm - ’,1
jean-anthelm - renown,1
jean-anthelm - 1825,1
brillat - also,1
brillat - translat,1
brillat - french,1
brillat - gastronom,1
brillat - jean-anthelm,1
brillat - savarin,1
brillat - ’,1
brillat - renown,1
brillat - 1825,1
brillat - book,1
savarin - translat,1
savarin - french,1
savarin - gastronom,1
savarin - jean-anthelm,1
savarin - brillat,1
savarin - ’,1
savarin - renown,1
savarin - 1825,1
savarin - book,1
"savarin - ,",1
’ - french,1
’ - gastronom,1
’ - jean-anthelm,1
’ - brillat,1
’ - savarin,1
’ - renown,1
’ - 1825,1
’ - physiolog,1
renown - gastronom,1
renown - jean-anthelm,1
renown - brillat,1
renown - savarin,1
renown - ’,1
renown - 1825,1
renown - book,1
"renown - ,",1
renown - physiolog,1
renown - tast,1
1825 - jean-anthelm,1
1825 - brillat,1
1825 - savarin,1
1825 - ’,1
1825 - renown,1
1825 - book,1
"1825 - ,",2
1825 - physiolog,1
1825 - tast,1
book - brillat,1
book - savarin,1
book - renown,1
book - 1825,1
book - physiolog,1
book - tast,1
book - english,1
", - savarin",1
", - renown",1
", - 1825",2
", - physiolog",2
", - english",4
physiolog - ’,1
physiolog - renown,1
physiolog - 1825,1
physiolog - book,1
"physiolog - ,",2
physiolog - tast,1
physiolog - english,1
physiolog - (,1
physiolog - give,1
tast - renown,1
tast - 1825,1
tast - book,1
tast - physiolog,1
tast - english,1
tast - (,1
tast - give,1
tast - us,1
english - book,1
"english - ,",4
english - physiolog,1
english - tast,1
english - (,2
english - give,2
english - us,2
english - english,2
english - speaker,2
( - physiolog,1
( - tast,1
( - english,2
( - give,1
( - us,1
( - speaker,1
( - fame,1
give - physiolog,1
give - tast,1
give - english,2
give - (,1
give - us,1
give - speaker,1
give - fame,1
give - quot,1
us - tast,1
us - english,2
us - (,1
us - give,1
us - speaker,1
us - fame,1
us - quot,1
english - fame,1
english - quot,1
english - “,1
speaker - english,2
speaker - (,1
speaker - give,1
speaker - us,1
speaker - fame,1
speaker - quot,1
speaker - “,1
speaker - tell,1
fame - (,1
fame - give,1
fame - us,1
fame - english,1
fame - speaker,1
fame - quot,1
"fame - ,",1
fame - “,1
fame - tell,1
fame - eat,1
quot - give,1
quot - us,1
quot - english,1
quot - speaker,1
quot - fame,1
"quot - ,",6
quot - “,1
quot - tell,2
quot - eat,1
", - fame",1
", - quot",6
", - eat",9
“ - english,1
“ - speaker,1
“ - fame,1
“ - quot,1
tell - speaker,1
tell - fame,1
tell - quot,2
tell - eat,2
tell - tell,2
tell - ),2
eat - fame,1
eat - quot,1
"eat - ,",9
eat - tell,2
eat - ),3
tell - might,1
” - quot,1
” - might,2
” - best,1
) - tell,2
) - eat,3
) - quot,1
) - might,2
) - best,4
) - describ,1
. - quot,2
. - describ,4
quot - ”,1
quot - ),1
quot - .,2
quot - might,1
quot - best,1
quot - describ,1
quot - fisher,1
quot - approach,1
might - tell,1
might - ”,2
might - ),2
might - quot,1
might - best,1
might - describ,1
might - fisher,2
might - approach,1
best - ”,1
best - ),4
best - quot,1
best - might,1
best - describ,1
best - fisher,1
best - approach,1
best - food,1
best - write,1
describ - ),1
describ - .,4
describ - quot,1
describ - might,1
describ - best,1
describ - fisher,1
describ - approach,1
describ - food,1
describ - write,1
fisher - quot,1
fisher - might,2
fisher - best,1
fisher - describ,1
fisher - approach,1
fisher - food,1
fisher - write,1
fisher - author,1
approach - quot,1
approach - might,1
approach - best,1
approach - describ,1
approach - fisher,1
approach - write,1
approach - author,1
approach - limit,1
food - best,1
food - describ,1
food - fisher,1
food - author,2
write - best,1
write - describ,1
write - fisher,1
write - approach,1
write - author,2
write - limit,2
write - write,2
write - ingredi,2
. - author,1
author - fisher,1
author - approach,1
author - food,2
author - write,2
author - .,1
author - limit,1
author - ingredi,1
author - list,1
author - cook,1
limit - approach,1
limit - write,2
limit - author,1
limit - ingredi,1
limit - list,1
limit - cook,1
limit - instruct,1
write - list,1
write - cook,1
write - instruct,1
ingredi - write,2
ingredi - author,1
ingredi - limit,1
ingredi - list,1
ingredi - instruct,1
ingredi - fisher,1
list - author,1
list - limit,1
list - write,1
list - ingredi,1
list - cook,1
list - instruct,1
list - fisher,1
list - led,1
cook - author,1
cook - limit,1
cook - write,1
cook - list,1
cook - instruct,1
cook - fisher,3
cook - led,1
cook - reader,1
instruct - limit,1
instruct - write,1
instruct - ingredi,1
instruct - list,1
instruct - cook,1
instruct - fisher,1
instruct - led,1
instruct - reader,1
instruct - journey,1
", - reader",4
fisher - ingredi,1
fisher - list,1
fisher - cook,3
fisher - instruct,1
fisher - led,1
fisher - reader,1
fisher - journey,1
fisher - share,1
led - list,1
led - cook,1
led - instruct,1
led - fisher,1
led - reader,1
led - journey,1
led - share,1
led - muse,1
reader - cook,1
reader - instruct,1
"reader - ,",4
reader - fisher,1
reader - led,1
reader - journey,1
reader - share,1
reader - muse,1
reader - life,1
journey - instruct,1
journey - fisher,1
journey - led,1
journey - reader,1
journey - share,1
journey - muse,1
", - muse",2
share - fisher,1
share - led,1
share - reader,1
share - journey,1
share - muse,1
share - life,1
share - love,3
share - good,1
muse - led,1
muse - reader,1
muse - journey,1
"muse - ,",2
muse - share,1
muse - life,1
muse - love,1
muse - good,1
muse - food,1
life - reader,1
life - share,1
life - muse,1
life - love,1
life - good,1
life - food,1
", - bounc",2
love - share,3
love - muse,1
love - life,1
love - good,1
love - bounc,1
love - back,1
good - share,1
good - muse,1
good - life,1
good - love,1
good - food,1
good - bounc,1
good - back,1
good - forth,1
food - muse,1
food - life,1
food - good,1
food - bounc,1
food - back,2
food - forth,1
food - europ,2
. - bounc,2
. - forth,2
. - europ,3
"bounc - ,",2
bounc - love,1
bounc - good,1
bounc - food,1
bounc - .,2
bounc - back,1
bounc - forth,1
bounc - europ,1
bounc - unit,1
bounc - state,1
back - love,1
back - good,1
back - food,2
back - bounc,1
back - forth,1
back - europ,1
back - unit,1
back - state,1
forth - good,1
forth - food,1
forth - .,2
forth - bounc,1
forth - back,1
forth - europ,1
forth - unit,1
forth - state,1
"forth - ,",3
forth - wrote,1
europ - food,2
europ - .,3
europ - bounc,1
europ - back,1
europ - forth,1
europ - unit,1
europ - state,1
"europ - ,",9
europ - wrote,1
unit - bounc,1
unit - back,1
unit - forth,1
unit - europ,1
unit - wrote,1
unit - encount,1
state - bounc,1
state - back,1
state - forth,1
state - europ,1
state - wrote,1
state - encount,1
state - place,1
", - forth",3
", - europ",9
", - encount",3
wrote - forth,1
wrote - europ,1
wrote - unit,1
wrote - state,1
wrote - encount,1
wrote - place,1
wrote - –,1
wrote - meal,2
food - encount,1
food - meal,1
encount - unit,1
encount - state,1
"encount - ,",3
encount - wrote,1
encount - food,1
encount - place,1
encount - –,2
encount - meal,1
encount - consum,1
encount - friend,1
place - state,1
place - wrote,1
place - encount,1
place - –,4
place - meal,1
place - consum,1
place - friend,1
– - wrote,1
– - encount,2
– - place,4
– - meal,1
– - consum,1
– - friend,1
– - dish,1
meal - wrote,2
meal - food,1
meal - encount,1
meal - place,1
meal - –,1
meal - consum,1
meal - friend,1
meal - dish,1
meal - enjoy,1
consum - encount,1
consum - place,1
consum - –,1
consum - meal,1
consum - friend,1
consum - dish,1
consum - enjoy,1
consum - moment,1
friend - encount,1
friend - place,1
friend - –,1
friend - meal,1
friend - consum,1
"friend - ,",10
friend - dish,1
friend - enjoy,1
friend - moment,1
friend - joy,1
", - friend",10
", - dish",1
", - enjoy",10
", - joy",1
dish - –,1
dish - meal,1
dish - consum,1
dish - friend,1
"dish - ,",1
dish - enjoy,1
dish - moment,1
dish - joy,1
dish - time,1
dish - deep,1
enjoy - meal,1
enjoy - consum,1
enjoy - friend,1
"enjoy - ,",10
enjoy - dish,1
enjoy - moment,1
enjoy - joy,1
enjoy - time,1
enjoy - deep,1
enjoy - sorrow,1
moment - consum,1
moment - friend,1
moment - dish,1
moment - enjoy,1
moment - joy,1
moment - time,1
moment - deep,1
moment - sorrow,1
joy - friend,1
"joy - ,",1
joy - dish,1
joy - enjoy,1
joy - moment,1
joy - time,1
joy - deep,1
joy - sorrow,1
joy - .,1
joy - result,1
time - dish,1
time - enjoy,1
time - moment,1
time - joy,1
time - deep,1
time - sorrow,1
time - result,2
time - lifetim,1
deep - dish,1
deep - enjoy,1
deep - moment,1
deep - joy,1
deep - time,1
deep - sorrow,1
deep - .,4
deep - result,1
deep - lifetim,1
deep - work,1
sorrow - enjoy,1
sorrow - moment,1
sorrow - joy,1
sorrow - time,1
sorrow - deep,1
sorrow - .,1
sorrow - result,1
sorrow - lifetim,1
sorrow - work,1
sorrow - illumin,1
. - joy,1
. - deep,4
. - sorrow,1
. - lifetim,2
. - illumin,2
result - joy,1
result - time,2
result - deep,1
result - sorrow,1
result - lifetim,1
result - work,1
result - illumin,1
result - food,1
result - cultur,1
lifetim - time,1
lifetim - deep,1
lifetim - sorrow,1
lifetim - .,2
lifetim - result,1
lifetim - illumin,1
lifetim - food,1
lifetim - cultur,1
lifetim - decad,1
work - deep,1
work - sorrow,1
work - result,1
work - illumin,1
work - cultur,1
work - decad,2
work - 20th,1
illumin - sorrow,1
illumin - .,2
illumin - result,1
illumin - lifetim,1
illumin - work,1
illumin - food,1
illumin - cultur,1
illumin - decad,1
illumin - 20th,1
illumin - centuri,1
food - result,1
food - lifetim,1
food - illumin,1
food - decad,1
food - 20th,1
food - centuri,1
cultur - result,1
cultur - lifetim,1
cultur - work,1
cultur - illumin,1
cultur - decad,1
cultur - 20th,1
cultur - centuri,1
cultur - tell,1
cultur - stori,2
decad - lifetim,1
decad - work,2
decad - illumin,1
decad - food,1
decad - cultur,1
decad - 20th,1
decad - centuri,1
decad - stori,1
decad - live,1
20th - work,1
20th - illumin,1
20th - food,1
20th - cultur,1
20th - decad,1
20th - centuri,1
20th - tell,1
20th - stori,1
20th - live,2
centuri - illumin,1
centuri - food,1
centuri - cultur,1
centuri - decad,1
centuri - 20th,1
centuri - tell,1
centuri - stori,1
centuri - live,2
centuri - world,1
tell - cultur,1
tell - 20th,1
tell - centuri,1
tell - live,2
tell - world,1
tell - war,1
stori - cultur,2
stori - decad,1
stori - 20th,1
stori - centuri,1
stori - live,2
stori - world,1
stori - war,1
live - decad,1
live - 20th,2
live - centuri,2
live - tell,2
live - stori,2
live - live,2
live - world,2
live - war,2
live - great,2
live - depress,1
world - centuri,1
world - tell,1
world - stori,1
world - live,2
world - war,2
world - great,1
world - depress,1
war - tell,1
war - stori,1
war - live,2
war - world,2
war - great,1
war - depress,1
war - 1960,1
", - depress",3
", - 1960",3
great - live,2
great - world,1
great - war,1
great - depress,1
great - 1960,1
depress - live,1
depress - world,1
depress - war,1
"depress - ,",3
depress - great,1
depress - 1960,1
depress - way,1
depress - final,1
1960 - war,1
"1960 - ,",3
1960 - great,1
1960 - depress,1
1960 - way,1
1960 - final,1
1960 - year,1
1960 - millennium,1
", - millennium",1
way - depress,1
way - 1960,1
way - final,1
way - millennium,1
way - fisher,3
final - depress,1
final - 1960,1
final - way,1
final - year,1
final - millennium,1
final - fisher,1
final - born,1
year - 1960,1
year - final,1
year - millennium,1
year - fisher,1
year - born,1
year - michigan,1
millennium - 1960,1
"millennium - ,",1
millennium - way,1
millennium - final,1
millennium - year,1
millennium - .,1
millennium - fisher,1
millennium - born,1
millennium - michigan,1
millennium - 1908,1
. - millennium,1
. - born,1
. - michigan,1
. - 1908,1
. - grew,1
fisher - way,3
fisher - final,1
fisher - year,1
fisher - millennium,1
fisher - born,1
fisher - michigan,1
fisher - 1908,1
fisher - grew,1
fisher - california,1
born - final,1
born - year,1
born - millennium,1
born - .,1
born - fisher,1
born - michigan,1
born - 1908,1
born - grew,1
born - california,1
"born - ,",1
michigan - year,1
michigan - millennium,1
michigan - .,1
michigan - fisher,1
michigan - born,1
michigan - 1908,1
michigan - grew,1
michigan - california,1
"michigan - ,",1
michigan - met,1
1908 - millennium,1
1908 - .,1
1908 - fisher,1
1908 - born,1
1908 - michigan,1
1908 - grew,1
1908 - california,1
"1908 - ,",1
1908 - met,1
1908 - futur,1
grew - .,1
grew - fisher,1
grew - born,1
grew - michigan,1
grew - 1908,1
grew - california,1
"grew - ,",1
grew - met,1
grew - futur,1
grew - first,1
california - fisher,1
california - born,1
california - michigan,1
california - 1908,1
california - grew,1
california - met,1
california - futur,1
california - first,1
california - husband,1
", - born",1
", - michigan",1
", - 1908",1
", - grew",1
", - met",2
met - michigan,1
met - 1908,1
met - grew,1
met - california,1
"met - ,",2
met - futur,1
met - first,1
met - husband,1
met - alfr,1
futur - 1908,1
futur - grew,1
futur - california,1
futur - met,1
futur - first,1
futur - husband,1
futur - alfr,1
first - grew,1
first - california,1
first - met,1
first - futur,1
first - husband,1
first - alfr,1
first - move,1
husband - california,1
husband - met,1
husband - futur,1
husband - first,1
husband - alfr,1
husband - move,1
husband - dijon,1
", - alfr",7
", - dijon",3
alfr - met,1
alfr - futur,1
alfr - first,1
alfr - husband,1
"alfr - ,",7
alfr - .,1
alfr - move,1
alfr - dijon,1
alfr - franc,2
. - alfr,1
. - dijon,1
move - first,1
move - husband,1
move - alfr,1
move - dijon,1
move - franc,1
move - earli,1
dijon - husband,1
"dijon - ,",3
dijon - alfr,1
dijon - .,1
dijon - move,1
dijon - franc,1
dijon - earli,1
dijon - 1930,1
franc - alfr,2
franc - move,1
franc - dijon,1
franc - earli,1
franc - 1930,1
franc - could,1
", - studi",2
earli - move,1
earli - dijon,1
earli - franc,1
earli - 1930,1
earli - alfr,1
earli - could,1
earli - studi,1
earli - univ,1
1930 - dijon,1
1930 - franc,1
1930 - earli,1
1930 - alfr,1
1930 - could,1
1930 - studi,1
1930 - univ,1
alfr - earli,1
alfr - 1930,1
alfr - could,1
alfr - studi,1
alfr - univ,1
alfr - fisher,1
could - franc,1
could - earli,1
could - 1930,1
could - alfr,1
could - studi,1
could - univ,1
could - fisher,1
could - found,3
"studi - ,",2
studi - earli,1
studi - 1930,1
studi - alfr,1
studi - could,1
studi - univ,1
studi - fisher,1
studi - found,1
studi - lone,1
univ - earli,1
univ - 1930,1
univ - alfr,1
univ - could,1
univ - studi,1
univ - fisher,1
univ - found,1
univ - lone,1
univ - young,1
", - lone",1
", - housewif",1
fisher - alfr,1
fisher - could,1
fisher - studi,1
fisher - univ,1
fisher - found,1
fisher - lone,1
fisher - young,1
fisher - housewif,1
fisher - abroad,1
found - could,3
found - studi,1
found - univ,1
found - fisher,1
found - lone,1
found - young,1
found - housewif,1
found - abroad,1
found - europ,1
lone - studi,1
lone - univ,1
"lone - ,",1
lone - fisher,1
lone - found,1
lone - young,1
lone - housewif,1
lone - abroad,1
lone - europ,1
lone - .,1
young - univ,1
young - fisher,1
young - found,1
young - lone,1
young - housewif,1
young - abroad,1
young - europ,1
young - like,1
"housewif - ,",1
housewif - fisher,1
housewif - found,1
housewif - lone,1
housewif - young,1
housewif - abroad,1
housewif - europ,1
housewif - .,1
housewif - like,1
housewif - julia,1
abroad - fisher,1
abroad - found,1
abroad - lone,1
abroad - young,1
abroad - housewif,1
abroad - europ,1
abroad - .,1
abroad - like,1
abroad - julia,1
abroad - child,1
europ - found,1
europ - lone,1
europ - young,1
europ - housewif,1
europ - abroad,1
europ - like,1
europ - julia,1
europ - child,1
. - lone,1
. - housewif,1
. - abroad,1
. - child,1
like - young,1
like - housewif,1
like - abroad,1
like - europ,1
like - julia,1
like - child,1
like - fisher,1
like - dove,1
julia - housewif,1
julia - abroad,1
julia - europ,1
julia - like,1
"julia - ,",1
julia - fisher,1
julia - dove,1
julia - head,1
child - abroad,1
child - europ,1
child - .,1
child - like,1
"child - ,",1
child - fisher,1
child - dove,1
child - head,1
child - first,1
", - julia",1
", - child",1
", - dove",1
fisher - like,1
fisher - julia,1
fisher - child,1
fisher - dove,1
fisher - head,1
fisher - first,1
dove - like,1
dove - julia,1
dove - child,1
"dove - ,",1
dove - fisher,1
dove - head,1
dove - first,1
dove - french,1
dove - cook,1
dove - –,1
head - julia,1
head - child,1
head - fisher,1
head - dove,1
head - first,1
head - french,1
head - cook,1
head - –,3
head - learn,1
first - child,1
first - fisher,1
first - dove,1
first - head,1
first - french,1
first - cook,1
first - –,2
first - local,1
french - dove,1
french - head,1
french - first,1
french - cook,1
french - –,1
french - learn,1
french - local,1
french - produc,1
cook - dove,1
cook - head,1
cook - first,1
cook - french,1
cook - –,1
cook - learn,1
cook - local,1
cook - produc,1
– - dove,1
– - head,3
– - first,2
– - french,1
– - cook,1
– - learn,1
– - local,1
– - produc,3
– - recip,1
learn - head,1
learn - french,1
learn - cook,1
learn - –,1
learn - local,1
learn - produc,1
learn - recip,1
learn - art,1
local - first,1
local - french,1
local - cook,1
local - –,1
local - learn,1
local - recip,1
